Result,Word,Lemma,Analysis,Context
A,زانستگای,زانستگا,«زانستگا»[NOUN]«ی»{Clitic=Izafe},زانستگای ورمێ داخرا
A,زانستییانەی,زانستی,«زانستی»[ADJ]«ان»{Number=Plur}«ە»{Clitic=DiscontinuousDem}«ی»{Clitic=Izafe},شیکردنەوەی زانستییانەی خەو و خەوندیتن
A,زانکۆکانی,زانکۆ,«زانکۆ»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},12 قوتابی نابینا لە زانکۆکانی هەرێم وەرگیران
A,زانکۆی,زانکۆ,«زانکۆ»[NOUN]«ی»{Clitic=Izafe},ئاهەنگی دەرچووانی زانکۆی کۆیە بەڕێوەچوو
A,زانی,زانین,«زانی»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},بوردومانی بەربڵاوی کەرتی غەززەی بە تاکە ڕێگای بەرگریی لە دانیشتووانی شارۆچکە زایۆنییەکان زانی.
A,زایۆنی,زایۆنی,«زایۆنی»[ADJ],درێژەی کاردانەوەی عێراقییەکان لەمەڕ مەحکومکرانی جەنایاتی ڕژێمی زایۆنی لە غەززە
A,زەربەیەکی,زەربە,«زەربە»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},ڕاگەیەنرا کە چەتەکان زەربەیەکی باشیان بەر کەوتووە.
A,زەردەی,زەردە,«زەردە»[NOUN]«ی»{Clitic=Izafe},ئەو دەمەی دەڕژێتە سەر باڵای چیا زەردەی گزنگ
A,زوقمی,زوقم,«زوقم»[NOUN]«ی»{Clitic=Izafe},بە بێ تۆ زوقمی سەر سینگی بەیانی وەرزی پاییزم
A,زوماردا,زوممار,«زوممار»{NS}[PROPN]{NE=Location}«دا»{Clitic=Da}{AdpType=Circ},پێشمەرگە لە سەنتەری زوماردا شەڕی کۆڵان بە کۆڵان دەکات
A,زۆر,زۆر,«زۆر»[ADV],ئەم ئەسپەی من زۆر جوانە، وا نییە؟
A,زۆرترین,زۆر,«زۆر»[ADJ]«ترین»{Degree=Cmp},بزووتنەوەی گۆڕان لە هەڵبژاردنی پەرلەمانی هەرێمی کوردستانی عێراق زۆرترین دەنگ بەدەست دەهێنێت.
A,زۆرینەی,زۆرینە,«زۆرینە»[NOUN]«ی»{Clitic=Izafe},کۆمارییەکان زۆرینەی کورسییەکانی کۆنگرێسی ئەمریکایان بردەوە
A,زیاتر,زیا,«زیا»[ADJ]«تر»{Degree=Cmp},زیاتر لە 2500 کەسی دیکە لە سلێمانی دادەمەزرێنرێت
A,زیاتری,زیا,«زیا»[ADJ]«تر»{Degree=Cmp}«ی»{Clitic=Izafe},مەلا بەختیار لە هۆڵەندا: بەهاناوەچوونی زیاتری ئاوارەکانی چیای شنگال و کۆبانێ
A,زیندانییانی,زیندانی,«زیندانی»[NOUN]«ان»{Number=Plur}«ی»{Clitic=Izafe},نیکبەخت و بنەماڵەی زیندانیانی مانگرتووی ورمێ هەواڵی کۆتایی هاتنی مانگرتنەکەیان بەدرۆ خستەوە
A,زیندانییەکی,زیندانی,«زیندانی»[ADJ]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},سەر لە بەیانی ئەمڕۆ کاتژمێر 6 زیندانییەکی مەحکووم بە ئیعدام لەلایەن لێپرسراوانی زیندانی ورمێیەوە بۆ شوێنێکی نادیار ڕاگوێزرا
A,زێڕی,زێڕ,«زێڕ»[NOUN]«ی»{Clitic=Izafe},ناڕەزایەتی دەربڕینی کرێکارانی کانگای زێڕی ئاق دەڕە بە هۆی دەرکرانی 350 کەس
A,ڕابوارد,ڕابواردن,«ڕا»{AdvType=Preverb}«بوارد»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},دەی شەوی ڕابردووت چۆن ڕابوارد؟
A,ڕاستەوخۆ,ڕاستەوخۆ,«ڕاستەوخۆ»[ADV],بەریتانیا ڕاستەوخۆ چەک بۆ کوردستان دەنێرێت
A,ڕاشیگەیاندووە,ڕاگەیشتن,«ڕا»{AdvType=Preverb}«یش»{Clitic=îş}«ی»{Person[subj]=3}{Number[subj]=Sing}{NS}«گەی»[VERB]«اند»{Subcat=Tran}{Voice=Cau}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}«ە»{Person[abs]=3}{Number[abs]=Sing},ناوبراو ڕاشیگەیاندووە، هاوسەرەکەی بەغدادی سێیەم جاریەتی شوی کردووە
A,ڕاگەیێنراوە,ڕاگەیشتن,«ڕا»{AdvType=Preverb}«گەی»[ADJ]«ێن»«ر»«ا»«وو»{PP}{Source=Cau-Pass}«ە»{Copula}{Person=3}{Number=Sing},بە ڕەسمی چالاکی ئەحزابی کوردی قەدەغە ڕاگەیەنراوە
A,ڕاگەیێنراوی,ڕاگەیشتن,«ڕا»{AdvType=Preverb}«گەی»[ADJ]«ێن»«ر»«ا»«وو»{PP}{Source=Cau-Pass}«ی»{Clitic=Izafe},لاوانی شاری ئورمیە لەبارەی ڕاگەیەنراوی شارەوانیی ئەو شارە ناڕەزایەتییان دەرببڕیت
A,ڕامۆس,ڕامۆس,«ڕامۆس»[PROPN]{NE=Person},پلانەکەی ڕامۆس سەری نەگرت و ئێستا لە مەترسیدایە
A,ڕاناپەڕێنرێت,ڕاپەڕین,«ڕا»{AdvType=Preverb}«نا»{Tense=Pres}{Mood=Ind}{Polarity=Neg}«پەڕ»[VERB]«ێن»«ر»«ێ»{Subcat=Intr}{Source=Cau-Pass}«ێت»{Person=3}{Number=Sing},خەڵک بە ئێوە ڕانەپەڕێنرا و بە ئیوەیش ڕاناپەڕێنرێت، دەبێت ئێوە بە دوای خەڵکەوە بن.
A,ڕانیە,ڕانیە,«ڕانیە»[PROPN]{NE=Location},لە تەندروستی ڕانیە چ باسە
A,ڕاهێنانەکانی,ڕاهێنان,«ڕا»{AdvType=Preverb}«هێنا»[NOUN]«ن»{Masdar}{Source=Tran}«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Person[psor]=3}{Number[psor]=Sing},دەستی کردووەتەوە بە ڕاهێنانەکانی لەگەڵ یانەکەیدا
A,ڕاهێنانی,ڕاهێنان,«ڕا»{AdvType=Preverb}«هێنا»[NOUN]«ن»{Masdar}{Source=Tran}«ی»{Clitic=Izafe},بارزانی: کوردستانی عێراق ناوەندی ڕاهێنانی سەربازیی هەزاران کوردی سووری بووە
A,ڕایگەیاند,ڕاگەیشتن,«ڕا»{AdvType=Preverb}«ی»{Person[subj]=3}{Number[subj]=Sing}{NS}«گەی»[VERB]«اند»{Subcat=Tran}{Voice=Cau}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},فڕۆکەوانیی «گۆلف ئایر» لە بەحرەین ڕایگەیاند
A,ڕاییکردنی,ڕاییکردن,«ڕایی»«کرد»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},بەمەبەستی ڕاییکردنی پارێزگا نوێیەکە
A,ڕزگارکردنی,ڕزگارکردن,«ڕزگار»[NOUN]{Masdar}{Compound}«کرد»«ن»«ی»{Clitic=Izafe},هەریەکێکیان دەیانویست ڕۆڵێکی کریاتیڤانە و پاڵەوانانە لە ڕزگارکردنی ناوچە دابڕاوەکاندا ببینن
A,ڕژێمی,ڕژێم,«ڕژێم»[NOUN]«ی»{Clitic=Izafe},تورکیا دەیەوێ ڕژێمی ئەسەد بڕوخێ
A,ڕەت,ڕەت,«ڕەت»[NOUN],تیاگۆ سیلڤا جارێکی دیکە بەرشەلۆنە ڕەت دەکاتەوە
A,ڕەزا,ڕەزا,«ڕەزا»[PROPN]{NE=Person},موحەممەد فازڵی و ڕەزا ئەرشەک
A,ڕەسوڵ,ڕەسووڵ,«ڕەسووڵ»{NS}[PROPN]{NE=Person},کۆسرەت ڕەسوڵ عەلی پێشوازیی لە یاریدەدەری وەزیری دەرەوەی ئەمریکا بۆ کاروباری عێراق کرد
A,ڕەنگاڵە,ڕەنگاڵە,«ڕەنگاڵە»[NOUN],نە شیلەی هەنگ، نە ڕەنگاڵە، نە گووژمە نووری کێوی توور
A,ڕەنگپەڕیوی,ڕەنگپەڕین,«ڕەنگ»«پەڕی»[ADJ]{PP}{Compound}«ی»{Clitic=Izafe},لای ڕاستیەوە دوو ڕەنگپەڕیوی بەرسمێل کراوی ددان زەرد مشتومڕیان بوو
A,ڕەوانەی,ڕەوانە,«ڕەوانە»[NOUN]«ی»{Clitic=Izafe},لەکۆی ئەو چوار ئیئتلافە تەنیا یەک ئیئتلافیان کاندیدەکانی خۆی ڕەوانەی کۆمیسیۆن کردووە بۆ وەرگرتنی کورسی قەرەبوو. کۆمێنتی خۆت بنووسە
A,ڕوخاندنی,ڕووخان,«ڕووخ»{NS}[NOUN]«اند»«ن»{Masdar}{Source=Cau}«ی»{Clitic=Izafe},پلان بۆ ڕوخاندنی چێڵسی دادەڕێژەن
A,ڕوخۆش,ڕووخۆش,«ڕووخۆش»{NS}[PROPN]{NE=Person},دیمانەیەک لەگەڵ پسپۆری دەروونناسی خاتوو ڕوخۆش غەریب
A,ڕووبەڕووبوونەوەی,ڕووبەڕووبوون,«ڕووبەڕوو»«بوو»[NOUN]«ن»«ەوە»{Masdar}{Compound}«ی»{Clitic=Izafe},شڤانشتایگەر بۆ ڕووبەڕووبوونەوەی ئیتالیا ئامادەیە
A,ڕوودانی,ڕوودان,«ڕوو»«دا»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},ڕوودانی بوومەلەرزە لە باشووری ئێران
A,ڕووداوی,ڕووداو,«ڕووداو»[PROPN]{NE=Organ}«ی»{Person=3}{Number=Sing},فەرماندەی هێزی کاوە لە مەخموور بە ڕووداوی گوتووە
A,ڕووسیا,ڕووسیا,«ڕووسیا»[PROPN]{NE=Location},ڕووسیا: لە ئاست گەمارۆکان بێدەنگ نابین
A,ڕوونکردنەوەیەک,ڕوونکردن,«ڕوون»[NOUN]{Masdar}{Compound}«کرد»«ن»«ەوە»«ێک»{Definite=Ind},ڕوونکردنەوەیەک لە سکرتێری ڕۆژنامەنووسیی جێگری سەرۆکی هەرێمەوە
A,ڕۆحی,ڕۆح,«ڕۆح»[NOUN]«ی»{Clitic=Izafe},با هۆشداریم پێ دەبەخشێت کە لە نێو ڕۆحی ڕووتمەوە هەڵدەکا لە باکووردا
A,ڕۆحییەکان,ڕۆحی,«ڕۆحی»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur},تەرکیز ناکاتە سەر مەسەلە ڕۆحییەکان
A,ڕۆژانە,ڕۆژانە,«ڕۆژانە»[ADV],ڕۆژانە مەشقەکانمان لەسەر یاریگای خۆئامان ئەنجام دەدەین
A,ڕۆژنامەگەری,ڕۆژنامەگەری,«ڕۆژنامەگەری»[NOUN],ڕۆژنامەگەری کوردی و توندوتیژی بەکارهێنان
A,ڕۆژنامەنووسان,ڕۆژنامەنووس,«ڕۆژنامەنووس»[NOUN]«ان»{Number=Plur},ڕۆژنامەنووسان و یاریزانان و خەڵکانی ئاسایی دەنگیان تێدا دا.
A,ڕۆژنامەنووسە,ڕۆژنامەنووس,«ڕۆژنامەنووس»[NOUN]«ە»{Clitic=DiscontinuousDem},هۆکاری دەستبەسەر کرانی ئەو 2 برا ڕۆژنامەنووسە کوردەیان ڕانەگەیاندووە.
A,ڕۆژنامەنووسییەکانەوە,ڕۆژنامەنووسی,«ڕۆژنامەنووسی»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«ەوە»{Clitic=Ewe}{AdpType=Circ},لە ڕێگای بەدواداچوون و دەستکەوتنی زانیاری و هەواڵ و ڕیپۆتاژە ڕۆژنامەنووسییەکانەوە خوێنەرەکانی خۆیان ئاڕاستە بکەن
A,ڕۆژنامەنووسێکی,ڕۆژنامەنووس,«ڕۆژنامەنووس»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},پێدرانی خەڵاتی «ئیلاریا ئاڵپی» بە ژنە ڕۆژنامەنووسێکی کورد
A,ڕۆژهەڵاتی,ڕۆژهەڵات,«ڕۆژهەڵات»[NOUN]«ی»{Clitic=Izafe},کۆبوونەوەی نوێنەرانی چەند حیزبی ڕۆژهەڵاتی کوردستان لە وڵاتی فینلاند
A,ڕۆڵی,ڕۆڵ,«ڕۆڵ»[NOUN]«ی»{Clitic=Izafe},لەم پەیامەدا وێڕای ئاماژە بە ڕۆڵی نەوەی پێشوو لە وەدیهاتنی دەسکەوتەکانی ئێستای کورد
A,ڕیزبەند,ڕیزبەند,«ڕیزبەند»[NOUN],ڕیزبەند کردنی زانکۆ ئەهلیەکان. زانکۆ تایبەتە باش و خراپەکانی کوردستان کامانەن؟
A,ڕێز,ڕێز,«ڕێز»[NOUN],لە گوندی «دەرەکێ» ڕێز لە عەلی موحەممەدیان و ئەحمەد عەزیزی گیرا / هەواڵی تەکمیلی
A,ڕێژەیان,ڕێژە,«ڕێژە»[NOUN]«یان»{Person=3}{Number=Plur},لە پارێزگای هەڵەبجە گەشتیاران ڕێژەیان بەرەو کەمبوونەوە دەڕوات
A,ڕێکخراوی,ڕێکخراو,«ڕێکخراو»[ADJ]«ی»{Clitic=Izafe},ڕێکخراوی یوونیسێف پڕۆژەیەک بۆ پەرەپێدانی خوێندنگەکان جێبەجێ دەکات
A,ڕێکخراوێکی,ڕێکخراو,«ڕێکخراو»[ADJ]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},ڕێکخراوێکی نیودەوڵەتی حکومەتی تورکیە بە پێشێلکاری بەربڵاو دژ بە ئازادی ڕادەربڕین تاوانبار دەکات
A,ڕێکخستنی,ڕێکخستن,«ڕێک»«خست»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},ڕیکلام لەپێناوی ڕێکخستنی ئەم پرسە هەستیارە
A,ڕێکەوتنی,ڕێکەوتن,«ڕێ»«کەوت»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},ڕێکەوتنی بارزانی و سەدر و حەکیم ڕەت دەکرێتەوە
A,ڕێکەوتی,ڕێکەوت,«ڕێکەوت»[NOUN]«ی»{Clitic=Izafe},ڕێکەوتی 16 ی ڕەشەمەی ساڵی ڕابردوو
A,ڕێوڕەسمی,ڕێوڕەسم,«ڕێوڕەسم»[NOUN]«ی»{Clitic=Izafe},بەشداری هەیئەتێکی کومیتەی حدک لە دانمارک لە ڕێوڕەسمی ساڵیادی شیمیابارانی هەڵەبجە دا
A,ژینگەی,ژینگە,«ژینگە»[NOUN]«ی»{Clitic=Izafe},لە حەرەکەتێکی خۆڕسکدا کەوەکانی بە ژینگەی کوردستان سپاردەوە
A,سادە,سادە,«سادە»[ADJ],دەستور یاسایەکی ئاسایی نییە کە بە زۆرینەی سادە بەڕێ بکرێت
A,ساردمان,سارد,«سارد»[ADJ]«مان»{Person=1}{Number=Plur},د. نەجمەددین کەریم: هیچ شتێک ساردمان ناکاتەوە
A,سازدانی,سازدان,«ساز»«دا»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},ئایا سەرلەنوێ سازدانی هەڵبژاردنەکان قەیرانی حکوومەتی ئێراق چارەسەر دەکات؟
A,سازمانی,سازمان,«سازمان»[NOUN]«ی»{Clitic=Izafe},ئاگاداریێک لە کۆمیتەی سوئیسی سازمانی خەبات ی کوردستانی ئێران
A,ساڵ,ساڵ,«ساڵ»[NOUN],بیست ساڵ بەر لە ئێستا
A,ساڵانەی,ساڵانە,«ساڵانە»[NOUN]«ی»{Clitic=Izafe},خەڵاتی ساڵانەی جگەرخوێن بە دوو کەسایەتیی هەڵکەوتووی ڕۆژئاوای کوردستان پێشکەش کرا
A,ساڵی,ساڵ,«ساڵ»[NOUN]«ی»{Clitic=Izafe},ئاوارەکانی سووریا لە 3 ساڵی ڕابردوودا ڕۆڵێکی بەرچاویان لە چوونە سەرێی ڕێژەی ئاوارەکانی جیهان لە ئاستی جیهاندا هەبووە
A,سامسۆنگەوە,سامسۆنگ,«سامسۆنگ»[PROPN]{NE=Organ}«ەوە»{Clitic=Ewe}{AdpType=Circ},بەهۆی کار کردنیان لە کۆمپانیای سامسۆنگەوە تووشی شێر پەنجە بوونە
A,ساویلکانە,ساویلکانە,«ساویلکانە»[ADV],زۆر سادە و ساویلکانە بیر دەکەنەوە
A,سرووشتییەکان,سرووشتی,«سرووشتی»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},ماددە سرووشتییەکان و ڕەونەقی قژ
A,سزا,سزا,«سزا»[NOUN]«ە»{Clitic=Izafe},تورکیا و سزا نوێیەکانی سەر ئێران
A,سزای,سزا,«سزا»[NOUN]«ی»{Clitic=Izafe},نیگەرانی خۆی لە پەیوەندی لەگەڵ سزای لە سێدارەدان لە ئێران دەرببڕیت
A,سلێمانی,سلێمانی,«سلێمانی»[PROPN]{NE=Location},پەروەردەی سلێمانی ئیستغلال کراوە
A,سنوورەکانیان,سنوور,«سنوور»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«یان»{Person=3}{Number=Plur},تاجیکستان و ئەفغانستان سنوورەکانیان توندوتۆڵ دەکەن
A,سنووری,سنوور,«سنوور»[NOUN]«ی»{Person=3}{Number=Sing},ئێران لە لەسێدارەداندا سنووری بەزاندووە
A,سەپا,سەپان,«سەپا»[VERB]{Subcat=Intr}{Tense=Past}{Mood=Ind}«Ø»{Person[subj]=3}{Number[subj]=Sing},حوکمی زیندان و تەبعیدی بە سەردا سەپا.
A,سەرانە,سەرانە,«سەرانە»[NOUN],لە موسڵ دەستگێڕ و فرۆشیارەکانی سەر عەرەبانە سەرانە دەدەن
A,سەربازیی,سەربازی,«سەربازی»[ADJ]«ی»{Clitic=Izafe},هاوکاریی سەربازیی ئەڵمانیا گەیشتە کوردستان
A,سەرجەم,سەرجەم,«سەرجەم»[NOUN],دابەشکردنی زەوی سەرجەم چین و توێژەکان دەگرێتەوە
A,سەردانی,سەردان,«سەر»«دا»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},هاووڵاتییان ئاگادار دەکرێنەوە تا لە کاتی خۆیدا سەردانی ئەو بەڕێوەبەرایەتی و فەرمانگانە بکەن
A,سەرکردایەتیی,سەرکردایەتی,«سەرکردایەتی»[NOUN]«ی»{Clitic=Izafe},با جەماوەری گۆڕان گوشار بخەنە سەر سەرکردایەتیی گۆڕان تا واز لەو سیاسەتە بهێنێت
A,سەرکەوتنەکانی,سەرکەوتن,«سەر»{AdvType=Preverb}«کەوت»[NOUN]«ن»{Masdar}{Source=Intr}«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},لەپشت سەرکەوتنەکانی شۆڕشەکەوە بوون
A,سەرکوت,سەرکوت,«سەرکوت»[NOUN],بە بێڕەحمانەترین شێوە سەرکوت و خەڵتانی خوێن کراوە و دەکرێت.
A,سەرنووسەری,سەرنووسەر,«سەرنووسەر»[NOUN]«ی»{Clitic=Izafe},پێک هێنانی کۆبوونەوەیەک لە دەڤەری سۆران بۆ سەرنووسەری گۆڤاری ژنان
A,سەرەتای,سەرەتا,«سەرەتا»[NOUN]«ی»{Clitic=Izafe},کۆتایی زانست، سەرەتای میسۆلۆجیا
A,سەروەری,سەروەری,«سەروەری»[NOUN],شانازیی بە ورە و جەربەزەیی پێشمەرگەکانی یەکێتی و شەهیدە قارەمانەکان و سەروەری و داستانە خۆڕاگرەکانی دەکات
A,سەرۆک,سەرۆک,«سەرۆک»[NOUN],وازهێنانی محەمەد ڕەزا ڕەحیمی لە پاڵێوراویی هەڵبژاردنی سەرۆک کۆماریی ئێران
A,سەرۆکایەتیی,سەرۆکایەتی,«سەرۆکایەتی»[NOUN]«ی»{Clitic=Izafe},ئەردۆغان 23 پاسەوانی سەرۆکایەتیی وەزیرانی لا برد
A,سەری,سەر,«سەر»[NOUN]«ی»{Clitic=Izafe},بەڕێوەچوونی شەوە ئاهەنگێک بەبۆنەی سەری ساڵی زایینی بۆ کوردانی نیشتەجێ لە ئۆستفۆلدی نۆروێژ
A,سەقزی,سەقزی,«سەقزی»[ADJ]{NE=Demonym},بانگکرانی دوو کەسی سەقزی بۆ دادگا
A,سەلاح,سەڵاح,«سەڵاح»{NS}[PROPN]{NE=Person},مەلایەکی ئایینی بەناوی سەلاح جەمال کە بە نەتەوە کوردە و سوننە مەزهەبە
A,سەلەفییە,سەلەفی,«سەلەفی»[ADJ]«ە»{Clitic=DiscontinuousDem},ئەو هێرشە سەلەفییە ڕاگرن
A,سەنجار,شنگال,«شنگال»{NS}[PROPN]{NE=Location},ڕێگری لە کارەساتێکی وەک ئەوەی لە سەنجار ڕوویدا
A,سواڵی,سواڵ,«سواڵ»[NOUN]«ی»{Clitic=Izafe},سواڵی مەڵتی ملیاردێرەکان
A,سوپای,سوپا,«سوپا»[NOUN]«ی»{Clitic=Izafe},ئیدارەی ئۆباما دەتوانێت بە ئامێری پێویست هاوکاری سوپای عێراق بکات
A,سودان,سوودان,«سوودان»{NS}[PROPN]{NE=Location},پۆلیسی سودان گازی فرمێسک ڕێژیان بە کار هێنا بۆ بڵاوەپێکردنی خۆپیشاندەران
A,سووتەمەنی,سووتەمەنی,«سووتەمەنی»[NOUN],پارە بۆ دابین کردنی تێچووی ئاو، برق و سووتەمەنی بەو قوتابخانەیە بدەن.
A,سوودمەندی,سوودمەند,«سوودمەند»[ADJ]«ی»{Person=3}{Number=Sing},ئێمە لەسەر باوەڕەین کە چین ڕۆڵێکی سوودمەندی لە بەرەوپێشبردنی پرۆسەی دۆزینەوەی ڕێکارێک بۆ بەرنامەی ناڤۆکیی ئێران دەبینێت
A,سووریا,سووریا,«سووریا»[PROPN]{NE=Location},مالیکی هەڵوێستی عێراقی سەبارەت بە سووریا بە جۆ بایدن ڕاگەیاند
A,سویدی,سوێد,«سوێد»{NS}[PROPN]{NE=Location}«ی»{Clitic=Izafe},پەیامی کومیتەی سویدی سازمانی خەبات لە لایەن بەڕێزیانەوە پێشکەش کرا.
A,سویس,سویسرا,«سویسرا»{NS}[PROPN]{NE=Location},کۆمیتەکانی حیزبی دێموکرات سویس و پارتی سوسیالیستی کوردستان
A,سیاسەتێکی,سیاسەت,«سیاسەت»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},تورکیا و هەرێمی کوردستان سیاسەتێکی هاوسەنگ لەپێناو ئامانجی هاوبەش دا
A,سیاسیدا,سیاسی,«سیاسی»[ADJ]«دا»{Clitic=Da}{AdpType=Circ},لە فیکری سیاسیدا دەستگرتن بەسەر کورسی دەسەڵاتدا بێ هەڵبژاردنێکی ئازاد و شەفاف بە کودەتا ئەژمار دەکرێت.
A,سیاسیی,سیاسی,«سیاسی»[ADJ]«ی»{Clitic=Izafe},زیندانییەکی سیاسیی شاری سەڵماس بە ئیعدام مەحکووم کرا
A,سیاسییە,سیاسی,«سیاسی»[ADJ]«ە6»{Clitic=DiscontinuousDem},ئەو 17 زیندانییە سیاسییە بەپێی ماوەی زیندانی بوونیان، لە سەردەمی ڕژێمی بەعسدا، کراون بە 5 گرووپەوە.
A,سیستم,سیستەم,«سیستەم»{NS}[NOUN],چەمکی زمان لەنێوان سیستم و جیاوازیدا
A,سیمای,سیما,«سیما»[NOUN]«ی»{Clitic=Izafe},شارەداریی سەقز سیمای مێژوویی ئەو شارە دەشێوێنێ
A,سینەماکان,سینەما,«سینەما»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur},لە وڵاتی چیک لە سێ سانسی جیاوازدا چووە سەر پەردەی سینەماکان.
A,سێ,سێ,«سێ»[NUM]{NumType=Card},سێ تەوەری سەرەکی کۆبوونەوە
A,سێنای,سینا,«سینا»{NS}[NOUN]«ی»{Clitic=Izafe},سێنای ئەمریکا تاوتوێی گەمارۆی زیاتر بەدژ ئێرانی دوا خست
A,سێیەم,سێ,«سێ»[NUM]«ەم»{NumType=Ord},بەپێی بڕگەی سێیەم لە ماددەی دەیەمی یاسای سەرۆکایەتی هەرێمی کوردستان
A,شاخە,شاخ,«شاخ»[NOUN]«ە»{Clitic=DiscontinuousDem},ماوەیەکی زۆر ئەو شاخە سەختە بۆتە بارەگا و نەخۆشخانە
A,شاراوەی,شاردنەوە,«شار»[ADJ]«ا»«وو»{PP}{Source=Pass}«ە»{Clitic=DiscontinuousDem}«ی»{Clitic=Izafe},ڕووی شاراوەی داعش و سیاسەتی کوردی
A,شارەوانییەکانی,شارەوانی,«شارەوانی»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},شارەوانییەکانی باکوور دێنە باشوور
A,شارۆچکەی,شارۆچکە,«شارۆچکە»[NOUN]«ی»{Clitic=Izafe},شارۆچکەی پیشەسازیی هاوبەش دادەمەزرێت
A,شاعیر,شاعیر,«شاعیر»[NOUN],کاک ستار ئەحمەدی شاعیر ئەو حاڵەتەی بەوە چارەسەر کردووە.
A,شاندی,شاند,«شاند»[NOUN]«ی»{Clitic=Izafe},بەشداری شاندی سازمان لە ڕێوڕەسمی یادی دامەزرانی حیزبی دێموکراتی کوردستان
A,شاندێکی,شاند,«شاند»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},شاندێکی کۆمیتەی حیزبی دێموکرات بریتانیا، لە کونفرانسی ساڵانەی حیزبی کاریگەر بەشداریی کرد
A,شاهانە,شاهانە,«شاهانە»[ADJ],گۆلکاری یانەی شاهانە
A,شتێکی,شت,«شت»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},دەمەوێ شتێکی نیوە چڵ تەواو بکەم.
A,شک,شک,«شک»[NOUN],تۆش ئەی برای خۆم لەو ڕۆژە دا بێ شک کەسێکیت کە ئەم ڕۆژە ئەبینیت
A,شکاندنی,شکان,«شک»[NOUN]«اند»«ن»{Masdar}{Source=Cau}«ی»{Clitic=Izafe},شکاندنی پەیکەری هونەرمەندی کورد «قالە مەڕە» لە پایتەختی ئێران
A,شلە,شلە,«شلە»[NOUN],گرنگی خواردنەوەی شلە لە هاویندا
A,شەڕەش,شەڕ,«شەڕ»[NOUN]«ە»{Clitic=DiscontinuousDem}«یش»{Clitic=îş},بۆ ئەم شەڕەش، شەڕی دژی تیرۆر داوای پشتیوانی زیاتری لە لایەنە پەیوەندیدارەکان کرد
A,شەڕەکەی,شەڕ,«شەڕ»[NOUN]«ەکە»{Definite=Def}«ی»{Clitic=Izafe},وڵاتانی دراوسێ ئاگری شەڕەکەی مالیکی و بارزانی خۆش دەکەن
A,شەڕو,شەڕو1,«شەڕ»[NOUN]«و1»{Clitic=And}{NS},ڕیابکۆف پێداگری کردەوە کە دیپڵۆماسی و وتووێژ لە شەڕ و بۆمباران باشترە.
A,شەست,شەست,«شەست»[NUM]{NumType=Card},ئەتوانی نانی شەست هەژار نەدار بدەیت؟
A,شەش,شەش,«شەش»[NUM]{NumType=Card},عێراقییە شەش پەرلەمانتاری لیستەکەی فەسڵ دەکات
A,شەهید,شەهید,«شەهید»[ADJ]{Gradable=No},زوممار: 4 پێشمەرگە شەهید و دووانیش بریندار بوون
A,شەو,شەو,«شەو»[NOUN],مەراقەکانی شەو - بەشی چوارەم
A,شەوێک,شەو,«شەو»[NOUN]«ێک»{Definite=Ind},هەتا شەوێک هەرچۆنێکە دەبێت بێتە دەرێ
A,شۆردنی,شتن,«شت»{NS}[NOUN]«ن»{Masdar}{Source=Tran}«ی»{Clitic=Izafe},خەریکی شۆردنی ئەو جلوبەرگە جاوانە بوون کە خۆیان چنیبوویان.
A,شۆن,شۆن,«شۆن»[PROPN]{NE=Person},شۆن پێن: بە مردنی شاڤێز هاوڕێیەکم لە دەست دا
A,شیعە,شیعە,«شیعە»[NOUN],ئێران: تیرۆریستان لە نزیکبوونەوەی یەکێتی و شیعە تووڕەن
